ARTIKELNAME;Handelssprache;Lokaler Artikelname;Lieferantenartikelnummer;Lieferanten Firmenname;LIEFERANTENNUMMER;Bruttokaufpreis;Zu- und Abschläge Bezeichnung 1;Zu- und Abschläge Preisart 1;Zu- und Abschläge Wert 1;Zu- und Abschläge Bezeichnung 2;Zu- und Abschläge Preisart 2;Zu- und Abschläge Wert 2;Währung;Artikel-Mengeneinheit;Matchcode;Artikel aktiv;Preis-Eintritt;Warengruppen-Name;Warengruppen Beschreibung;Steuersatz;Zugehörigen Verkaufsartikel erstellen oder aktualisieren;Verkaufsartikel-Nummer;Bruttopreis des zugehörigen Verkaufsartikels;Verkaufsartikel-Währung;Vertriebsweg;Vertriebsweg-Steuersatz;Kurztext 1;Handelssprache;Lokalisierte Kurztext 1;Kurztext 2;Handelssprache;Lokalisierte Kurztext 2;Artikelbeschreibung;Handelssprache;Lokalisierte Artikelbeschreibung;Interner Hinweis;Handelssprache;Lokalisierter interner Hinweis;Artikel-Langbeschreibung;Handelssprache;Lokalisierte Lange Artikelbeschreibung;EAN-Nummer;MPN-Nummer;Artikeltyp;Serienartikel;Hersteller;Bruttogewicht;Nettogewicht;Zolltarifnummer;Länge Artikel;Breite Artikel;Höhe Artikel;Herstellertyp;Einführungsdatum;Sicherheitstage;Mindestlagerbestand;Zielbestand;Wiederbeschaffungstage;Durchschnittliche Lieferzeit;Mindestbestellmenge;Gebindemenge;Lieferantenbestand;Dropshipping möglich;In Dropshipping-Automatisierung ignorieren;Kostenstelle Verkauf;Kostenstelle Einkauf;Kostenart;Primäre Bezugsquelle
Profil PVC weiss 30 mm 250 cm;;;093083030;Dural GmbH;10000;5,58;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.080.0460;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke PVC weiss Blister 2 Stück;;;103010119;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6310;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke PVC weiss Blister 2 Stück;;;103010139;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6320;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke PVC weiss Blister 2 Stück;;;103011119;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6330;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke PVC weiss Blister 2 Stück;;;103011139;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6340;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke PVC weiss Blister 2 Stück;;;103012119;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6350;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke PVC weiss Blister 2 Stück;;;103012139;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6360;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC weiss 8 mm 300 cm;;;10302080;Dural GmbH;10000;4,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6370;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC weiss 300 cm;;;10302100;Dural GmbH;10000;4,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6380;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC weiss 300 cm;;;10302120;Dural GmbH;10000;5,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6390;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke PVC weiss 6 mm Blister 2 Stück;;;103060119;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6400;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke PVC weiss 6 mm Blister 2 Stück;;;103060139;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6410;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke PVC weiss 8 mm Blister 2 Stück;;;103080119;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6420;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke PVC weiss 8 mm Blister 2 Stück;;;103080139;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6430;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC weiss 6 mm 250 cm;;;10308060;Dural GmbH;10000;4,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6440;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC weiss 8 mm 250 cm;;;10308080;Dural GmbH;10000;4,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6450;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC weiss 250 cm;;;10308100;Dural GmbH;10000;4,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6460;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC weiss 250 cm;;;10308110;Dural GmbH;10000;5,08;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6470;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC weiss 250 cm;;;10308120;Dural GmbH;10000;5,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6480;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke PVC schwarz Blister 2 Stück;;;103310119;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6490;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke PVC schwarz Blister 2 Stück;;;103310139;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6500;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke PVC schwarz Blister 2 Stück;;;103311119;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6510;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke PVC schwarz Blister 2 Stück;;;103311139;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6520;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke PVC schwarz Blister 2 Stück;;;103312119;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6530;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke PVC schwarz Blister 2 Stück;;;103312139;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6540;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke PVC schwarz 6 mm Blister 2 Stück;;;103360119;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6550;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke PVC schwarz 6 mm Blister 2 Stück;;;103360139;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6560;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke PVC schwarz 8 mm Blister 2 Stück;;;103380119;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6570;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke PVC schwarz 8 mm Blister 2 Stück;;;103380139;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6580;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC schwarz 6 mm 250 cm;;;10338060;Dural GmbH;10000;4,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6590;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC schwarz 8 mm 250 cm;;;10338080;Dural GmbH;10000;4,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6600;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC schwarz 250 cm;;;10338100;Dural GmbH;10000;4,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6610;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC schwarz 250 cm;;;10338110;Dural GmbH;10000;5,08;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6620;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC schwarz 12,5 mm 250 cm;;;10338120;Dural GmbH;10000;5,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6630;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke PVC silbergrau 10 mm Blister 2 Stück;;;105110119;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6640;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke PVC silbergrau 10 mm Blister 2 Stück;;;105110139;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6650;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke PVC silbergrau 11 mm Blister 2 Stück;;;105111119;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6660;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke PVC silbergrau 11 mm Blister 2 Stück;;;105111139;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6670;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke PVC silbergrau 12,5 mm Blister 2 Stück;;;105112119;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6680;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke PVC silbergrau 12,5 mm Blister 2 Stück;;;105112139;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6690;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke PVC silbergrau 6 mm Blister 2 Stück;;;105160119;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6700;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke PVC silbergrau 6 mm Blister 2 Stück;;;105160139;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6710;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke PVC silbergrau 8 mm Blister 2 Stück;;;105180119;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6720;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke PVC silbergrau 8 mm Blister 2 Stück;;;105180139;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6730;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC silbergrau 6 mm 250 cm;;;10518060;Dural GmbH;10000;4,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6740;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC silbergrau 8 mm 250 cm;;;10518080;Dural GmbH;10000;4,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6750;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC silbergrau 10 mm 250 cm;;;10518100;Dural GmbH;10000;4,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6760;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC silbergrau 11 mm 250 cm;;;10518110;Dural GmbH;10000;5,08;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6770;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil PVC silbergrau 12,5 mm 250 cm;;;10518120;Dural GmbH;10000;5,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.6780;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für quadratisches Abschlussprofil PVC weiss 7 mm Blister 2 Stück;;;12300700;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4090;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für quadratisches Abschlussprofil PVC weiss 9 mm Blister 2 Stück;;;12300900;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4100;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für quadratisches Abschlussprofil PVC weiss 11 mm Blister 2 Stück;;;12301100;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4110;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil PVC weiss 7 mm Länge 250 cm für Wand- und Bodenbeläge;;;123080700;Dural GmbH;10000;4,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4120;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil PVC weiss 9 mm Länge 250 cm für Wand- und Bodenbeläge;;;123080900;Dural GmbH;10000;4,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4130;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil PVC weiss 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;123081100;Dural GmbH;10000;4,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4140;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für quadratisches Abschlussprofil PVC schwarz 7 mm Blister 2 Stück;;;12330700;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4150;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für quadratisches Abschlussprofil PVC schwarz 9 mm Blister 2 Stück;;;12330900;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4160;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für quadratisches Abschlussprofil PVC schwarz 11 mm Blister 2 Stück;;;12331100;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4170;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil PVC schwarz 7 mm Länge 250 cm für Wand- und Bodenbeläge;;;123380700;Dural GmbH;10000;4,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4180;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil PVC schwarz 9 mm Länge 250 cm für Wand- und Bodenbeläge;;;123380900;Dural GmbH;10000;4,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4190;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil PVC schwarz 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;123381100;Dural GmbH;10000;4,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4200;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für quadratisches Abschlussprofil PVC eloxiert silbergrau 7 mm Blister 2 Stück;;;12510700;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4210;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für quadratisches Abschlussprofil PVC eloxiert silbergrau 9 mm Blister 2 Stück;;;12510900;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4220;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für quadratisches Abschlussprofil PVC eloxiert silbergrau 11 mm Blister 2 Stück;;;12511100;Dural GmbH;10000;3,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4230;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil PVC eloxiert silbergrau 7 mm Länge 250 cm für Wand- und Bodenbeläge;;;125180700;Dural GmbH;10000;4,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4240;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil PVC eloxiert silbergrau 9 mm Länge 250 cm für Wand- und Bodenbeläge;;;125180900;Dural GmbH;10000;4,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4250;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil PVC eloxiert silbergrau 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;125181100;Dural GmbH;10000;4,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.030.4260;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Hohlkehlprofil Silikon Breite 23,5 mm Länge 366 cm für Wand-Boden-Anschlüsse;;;13200000;Dural GmbH;10000;12,84;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.090.1010;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Sanitäranschlussprofil PVC weiss 10 mm Länge 350 cm für Wand-Boden-Anschlüsse;;;13300001;Dural GmbH;10000;5,46;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.090.1020;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Sanitäranschlussprofil PVC weiss 17 mm Länge 350 cm für Wand-Boden-Anschlüsse;;;13300002;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.090.1030;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Sanitäranschlussprofil PVC weiss 17 mm Länge 50 m für Wand-Boden-Anschlüsse;;;13300005;Dural GmbH;10000;4,68;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.090.1040;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Sanitäranschlussprofil PVC weiss 10 mm Länge 50 m für Wand-Boden-Anschlüsse;;;13300006;Dural GmbH;10000;3,96;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.090.1050;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Hohlkehlprofil PVC weiss 38,5 mm Breite 23 mm Länge 183 cm für Wand-Boden-Anschlüsse;;;13305000;Dural GmbH;10000;12,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.090.1060;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Hohlkehlprofil PVC weiss 5 mm Breite 23 mm Länge 183 cm für Wand-Boden-Anschlüsse;;;13305001;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.090.1070;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Hohlkehlprofil PVC weiss Breite 32 mm Länge 183 cm für Wand-Boden-Anschlüsse;;;13305030;Dural GmbH;10000;6,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.090.1080;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe für Hohlkehlprofil PVC weiss Blister 4 Stück;;;13305031;Dural GmbH;10000;3,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.090.1090;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Hohlkehlprofil PVC grau Breite 32 mm Länge 183 cm für Wand-Boden-Anschlüsse;;;13385030;Dural GmbH;10000;6,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.090.1100;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe für Hohlkehlprofil PVC grau Blister 4 Stück;;;13385031;Dural GmbH;10000;3,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.090.1110;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Hohlkehlprofil PVC weiss für 7 mm 2 Stück;;;183080707XA;Dural GmbH;10000;3,46;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.090.1120;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Hohlkehlprofil PVC weiss für 7 mm 2 Stück;;;183080707XI;Dural GmbH;10000;3,46;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.090.1130;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Hohlkehlprofil PVC PVC weiss 9 mm Breite 20 mm Länge 250 cm;;;183080909;Dural GmbH;10000;10,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.090.1140;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Hohlkehlprofil PVC PVC weiss 11 mm Breite 20 mm Länge 250 cm;;;183081109;Dural GmbH;10000;10,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.090.1150;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenprofil mit Einlage Edelstahl V2A unbehandelt natur 11 mm Breite 25 mm Länge 250 cm für Fliesenstufen;;;14028113;Dural GmbH;10000;24,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;20;;;;;;;;;;040.020.0010;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenprofil mit Einlage Aluminium, PVC eloxiert silber 9 mm Länge 250 cm für Fliesenstufen;;;141068090;Dural GmbH;10000;24,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;20;;;;;;;;;;040.020.0020;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenprofil mit Einlage Aluminium, PVC eloxiert silber 11 mm Länge 250 cm für Fliesenstufen;;;141068110;Dural GmbH;10000;24,9;;DISCOUNT_PCT;50;;DISCOUNT_PCT;20;;;;;;;;;;040.020.0030;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
