ARTIKELNAME;Handelssprache;Lokaler Artikelname;Lieferantenartikelnummer;Lieferanten Firmenname;LIEFERANTENNUMMER;Bruttokaufpreis;Zu- und Abschläge Bezeichnung 1;Zu- und Abschläge Preisart 1;Zu- und Abschläge Wert 1;Zu- und Abschläge Bezeichnung 2;Zu- und Abschläge Preisart 2;Zu- und Abschläge Wert 2;Währung;Artikel-Mengeneinheit;Matchcode;Artikel aktiv;Preis-Eintritt;Warengruppen-Name;Warengruppen Beschreibung;Steuersatz;Zugehörigen Verkaufsartikel erstellen oder aktualisieren;Verkaufsartikel-Nummer;Bruttopreis des zugehörigen Verkaufsartikels;Verkaufsartikel-Währung;Vertriebsweg;Vertriebsweg-Steuersatz;Kurztext 1;Handelssprache;Lokalisierte Kurztext 1;Kurztext 2;Handelssprache;Lokalisierte Kurztext 2;Artikelbeschreibung;Handelssprache;Lokalisierte Artikelbeschreibung;Interner Hinweis;Handelssprache;Lokalisierter interner Hinweis;Artikel-Langbeschreibung;Handelssprache;Lokalisierte Lange Artikelbeschreibung;EAN-Nummer;MPN-Nummer;Artikeltyp;Serienartikel;Hersteller;Bruttogewicht;Nettogewicht;Zolltarifnummer;Länge Artikel;Breite Artikel;Höhe Artikel;Herstellertyp;Einführungsdatum;Sicherheitstage;Mindestlagerbestand;Zielbestand;Wiederbeschaffungstage;Durchschnittliche Lieferzeit;Mindestbestellmenge;Gebindemenge;Lieferantenbestand;Dropshipping möglich;In Dropshipping-Automatisierung ignorieren;Kostenstelle Verkauf;Kostenstelle Einkauf;Kostenart;Primäre Bezugsquelle
Epoxidharzbrett 255 x 95 mm weich Kunststoff grün;;;814125595;Dural GmbH;10000;28,2;;;;;;;;;;;;;;;;010.030.0450;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Reissnadel 6 x 150 mm Stahl;;;815010101;Dural GmbH;10000;5,58;;;;;;;;;;;;;;;;010.030.0460;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Schleifstein grob-fein Carbodium;;;815050251;Dural GmbH;10000;12,7;;;;;;;;;;;;;;;;010.030.0470;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Fliesenschwamm 165 x 110 mm Viskose;;;8153161;Dural GmbH;10000;3,52;;;;;;;;;;;;;;;;010.030.0480;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Fugenmesser Stahl;;;815565201;Dural GmbH;10000;22,48;;;;;;;;;;;;;;;;010.030.0490;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Schnureisen 8 x 8 x 160 mm Stahl;;;816008081;Dural GmbH;10000;4,08;;;;;;;;;;;;;;;;010.030.0500;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Fugenboy 5-8 mm rund Kautschuk;;;816060251;Dural GmbH;10000;22,48;;;;;;;;;;;;;;;;010.030.0510;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Fugenboy 11-14-17 mm Kautschuk;;;816060252;Dural GmbH;10000;22,48;;;;;;;;;;;;;;;;010.030.0520;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Fugen-Ass 4-teilig Kautschuk;;;816060253;Dural GmbH;10000;24,2;;;;;;;;;;;;;;;;010.030.0530;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Plattenheber für Fliesen und Gala-Bau Stahl;;;817010110;Dural GmbH;10000;28,76;;;;;;;;;;;;;;;;010.030.0540;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Allzweckschwamm 170 x 115 x 70 mm Viskose;;;817011570;Dural GmbH;10000;1,68;;;;;;;;;;;;;;;;010.030.0550;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Fliesenlegergummi 20 m Kautschuk;;;817075251;Dural GmbH;10000;2,34;;;;;;;;;;;;;;;;010.030.0560;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Fliesen- und Glasschreiber rot Holz;;;81750606;Dural GmbH;10000;3,2;;;;;;;;;;;;;;;;010.030.0570;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Universalspachtel 265 x 155 mm Kunststoff;;;818264155;Dural GmbH;10000;6,12;;;;;;;;;;;;;;;;010.030.0580;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Knieschoner Profi Kautschuk;;;8200180120;Dural GmbH;10000;47,58;;;;;;;;;;;;;;;;010.030.0590;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Malerspachtel 40 mm rostfrei Stahl;;;820040251;Dural GmbH;10000;4,5;;;;;;;;;;;;;;;;010.030.0600;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Fliesenschneid- und Brechzange Stahl;;;820849091;Dural GmbH;10000;13,34;;;;;;;;;;;;;;;;010.030.0610;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Ersatzminen für Tieflochmarker farbig Blister 12 Stück;;;821025751;Dural GmbH;10000;15,2;;;;;;;;;;;;;;;;010.030.0620;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Ersatzminen für Tieflochmarker graphit Blister 12 Stück;;;821025752;Dural GmbH;10000;16,84;;;;;;;;;;;;;;;;010.030.0630;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Fliesenschneid- und Brechzange Profi-Ausführung;;;821058451;Dural GmbH;10000;16,8;;;;;;;;;;;;;;;;010.030.0640;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl verzinkt;;;822010080;Dural GmbH;10000;15,74;;;;;;;;;;;;;;;;010.030.0650;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl verzinkt;;;822060801;Dural GmbH;10000;10,5;;;;;;;;;;;;;;;;010.030.0660;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Edelstahl (V2A, 304) silber;;;82208080;Dural GmbH;10000;11,78;;;;;;;;;;;;;;;;010.030.0670;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl verzinkt;;;822080801;Dural GmbH;10000;10,88;;;;;;;;;;;;;;;;010.030.0680;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl verzinkt;;;822100801;Dural GmbH;10000;11,26;;;;;;;;;;;;;;;;010.030.0690;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl;;;822549171;Dural GmbH;10000;27,22;;;;;;;;;;;;;;;;010.030.0700;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl;;;822575301;Dural GmbH;10000;20,48;;;;;;;;;;;;;;;;010.030.0710;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Kunststoff;;;823011070;Dural GmbH;10000;6,74;;;;;;;;;;;;;;;;010.030.0720;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Diverse;;;823017050;Dural GmbH;10000;70,92;;;;;;;;;;;;;;;;010.030.0730;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl;;;82307530;Dural GmbH;10000;20,48;;;;;;;;;;;;;;;;010.030.0740;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Edelstahl (V2A, 304) silber;;;824080802;Dural GmbH;10000;12,14;;;;;;;;;;;;;;;;010.030.0750;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Sichelkeil Kunststoff 0-10 mm Beutel 100 Stück;;;825012061;Dural GmbH;10000;10,64;;;;;;;;;;;;;;;;010.030.0760;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl verzinkt;;;825015030;Dural GmbH;10000;6,06;;;;;;;;;;;;;;;;010.030.0770;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl;;;82501560;Dural GmbH;10000;3,44;;;;;;;;;;;;;;;;010.030.0780;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl;;;825015601;Dural GmbH;10000;3,44;;;;;;;;;;;;;;;;010.030.0790;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl;;;825015602;Dural GmbH;10000;3,44;;;;;;;;;;;;;;;;010.030.0800;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl;;;82502020;Dural GmbH;10000;18,3;;;;;;;;;;;;;;;;010.030.0810;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl;;;82507530;Dural GmbH;10000;29,08;;;;;;;;;;;;;;;;010.030.0820;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil;;;826020751;Dural GmbH;10000;18,84;;;;;;;;;;;;;;;;010.030.0830;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil;;;826020752;Dural GmbH;10000;23,52;;;;;;;;;;;;;;;;010.030.0840;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl;;;827010040;Dural GmbH;10000;43,58;;;;;;;;;;;;;;;;010.030.0850;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl;;;827016030;Dural GmbH;10000;14,86;;;;;;;;;;;;;;;;010.030.0860;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl verzinkt;;;8280140280;Dural GmbH;10000;16,44;;;;;;;;;;;;;;;;010.030.0870;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl verzinkt;;;828014028015;Dural GmbH;10000;16,44;;;;;;;;;;;;;;;;010.030.0880;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl verzinkt;;;8280140280HR;Dural GmbH;10000;16,44;;;;;;;;;;;;;;;;010.030.0890;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl verzinkt;;;82801406010;Dural GmbH;10000;16,44;;;;;;;;;;;;;;;;010.030.0900;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl verzinkt;;;82801406012;Dural GmbH;10000;16,44;;;;;;;;;;;;;;;;010.030.0910;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Edelstahl (V2A, 304) silber;;;8280140604;Dural GmbH;10000;16,44;;;;;;;;;;;;;;;;010.030.0920;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Edelstahl (V2A, 304) silber;;;8280140606;Dural GmbH;10000;16,44;;;;;;;;;;;;;;;;010.030.0930;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl verzinkt;;;8280140608;Dural GmbH;10000;16,44;;;;;;;;;;;;;;;;010.030.0940;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil PVC, Viskose;;;8290150801;Dural GmbH;10000;21,24;;;;;;;;;;;;;;;;010.030.0950;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl;;;8300100201;Dural GmbH;10000;18,26;;;;;;;;;;;;;;;;010.030.0960;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Kunststoff;;;831511359;Dural GmbH;10000;22,52;;;;;;;;;;;;;;;;010.030.0970;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Kunststoff;;;834024575;Dural GmbH;10000;55,34;;;;;;;;;;;;;;;;010.030.0980;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl;;;8350120100;Dural GmbH;10000;31,56;;;;;;;;;;;;;;;;010.030.0990;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Polyacryl;;;839010020;Dural GmbH;10000;5,4;;;;;;;;;;;;;;;;010.030.1000;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Aluminium;;;84005020;Dural GmbH;10000;25,34;;;;;;;;;;;;;;;;010.030.1010;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl;;;84009090;Dural GmbH;10000;14,22;;;;;;;;;;;;;;;;010.030.1020;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Kunststoff, Viskose;;;842801402;Dural GmbH;10000;8,04;;;;;;;;;;;;;;;;010.030.1030;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Kunststoff, Viskose;;;842801403;Dural GmbH;10000;9,24;;;;;;;;;;;;;;;;010.030.1040;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Kautschuk;;;84345908;Dural GmbH;10000;14,86;;;;;;;;;;;;;;;;010.030.1050;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl verzinkt;;;848020030;Dural GmbH;10000;31,56;;;;;;;;;;;;;;;;010.030.1060;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl verzinkt;;;85452035;Dural GmbH;10000;7,44;;;;;;;;;;;;;;;;010.030.1070;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl;;;860011060;Dural GmbH;10000;30,4;;;;;;;;;;;;;;;;010.030.1080;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Stahl;;;8600120120;Dural GmbH;10000;33,78;;;;;;;;;;;;;;;;010.030.1090;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Aluminium;;;88005020;Dural GmbH;10000;31,92;;;;;;;;;;;;;;;;010.030.1100;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehörteil Siliziumcarbid;;;88065201;Dural GmbH;10000;18,76;;;;;;;;;;;;;;;;010.030.1110;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Schrauben- und Dübelset Edelstahl Beutel 20 Stück;;;8902011;Dural GmbH;10000;2,3;;;;;;;;;;;;;;;;010.020.0190;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Schrauben- und Dübelset Edelstahl Beutel 20 Stück;;;8902019;Dural GmbH;10000;2,3;;;;;;;;;;;;;;;;010.020.0200;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Schrauben- und Dübelset Edelstahl Beutel 20 Stück;;;8902023;Dural GmbH;10000;2,3;;;;;;;;;;;;;;;;010.020.0210;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Schrauben- und Dübelset Edelstahl Beutel 20 Stück;;;8902024;Dural GmbH;10000;2,3;;;;;;;;;;;;;;;;010.020.0220;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
T-Stück für Stelzlager Edelstahl (V2A, 304) schwarz Breite 5 mm, Höhe 15 mm, Länge 3,5 cm Beutel 100 Stück;;;903503551;Dural GmbH;10000;26,02;;;;;;;;;;;;;;;;050.040.0240;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abdichtungs-Komplettset für Duschecke Polyamid, Polyethylen, Aramid;;;95100001;Dural GmbH;10000;228,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0560;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abdichtungs-Komplettset für Duschnische Polyamid, Polyethylen, Aramid;;;95100002;Dural GmbH;10000;329,94;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0570;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abdichtungs-Komplettset für Badewanne Polyamid, Polyethylen, Aramid;;;95100003;Dural GmbH;10000;116,18;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0580;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehör PE, Alu silber 24 Rollen;;;95201815124;Dural GmbH;10000;2;;;;;;;;;;;;;;;;010.090.0010;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehör Polyethylen gelb 1 Stück;;;9530000;Dural GmbH;10000;278;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0590;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehör Polyethylen gelb 5 Stück;;;9531126;Dural GmbH;10000;16,8;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0600;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussband Polyethylen weiss 10 m;;;9531327;Dural GmbH;10000;1,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0610;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehör Polyethylen gelb lfm;;;9531975;Dural GmbH;10000;5,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0620;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehör Polyethylen gelb lfm;;;9531976;Dural GmbH;10000;5;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0630;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehör Polyethylen gelb 5 m²;;;9531977;Dural GmbH;10000;19,9;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0640;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehör Polyethylen gelb 10 m²;;;9531978;Dural GmbH;10000;19,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0650;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Zubehör Polyethylen gelb 30 m²;;;9531979;Dural GmbH;10000;19,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0660;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Sockeldichtband Polyethylen gelb 120 mm 10 m;;;9531980;Dural GmbH;10000;5,7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0670;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Sockeldichtband Polyethylen gelb 120 mm 50 m;;;9531981;Dural GmbH;10000;5,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0680;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Wannendichtband Polyethylen gelb 8 mm 30 m;;;9531982;Dural GmbH;10000;9,8;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0690;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Polyethylen gelb 5 Stück;;;9531983;Dural GmbH;10000;10;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0700;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Wandmanschette Polyurethan anthrazit 10 Stück;;;9531984;Dural GmbH;10000;7,8;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0710;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Tropfenschutzmanschette Polyethylen gelb 2 Stück;;;9531985;Dural GmbH;10000;30;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0720;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Wandmanschette Polyurethan anthrazit 10 Stück;;;9531987;Dural GmbH;10000;8,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0730;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Primerspray gelb;;;953198812;Dural GmbH;10000;28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0740;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
3D-Dichtecke Polyethylen gelb 10 Stück;;;9531989;Dural GmbH;10000;12;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0750;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
3D-Dichtecke Polyethylen gelb 10 Stück;;;9531990;Dural GmbH;10000;12;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0760;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Polyethylen gelb 5 Stück;;;9531993;Dural GmbH;10000;10;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0770;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
3D-Dichtecke Polyethylen gelb 10 Stück;;;9532000;Dural GmbH;10000;11,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0780;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
3D-Dichtecke Polyethylen gelb 10 Stück;;;9532001;Dural GmbH;10000;11,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;25;;;;;;;;;;060.010.0790;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf ABS DN 50;;;96000050;Dural GmbH;10000;49,46;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0050;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf Edelstahl (V2A, 304) poliert natur;;;96001010C;Dural GmbH;10000;59,9;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0060;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf Edelstahl (V2A, 304) poliert natur;;;96001010S;Dural GmbH;10000;59,9;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0070;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf Edelstahl (V2A, 304) poliert natur;;;96001515C;Dural GmbH;10000;89,96;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0080;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf Edelstahl (V2A, 304) poliert natur;;;96001515S;Dural GmbH;10000;89,96;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0090;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf Polypropylen, PVC gelb;;;960020AF;Dural GmbH;10000;36,02;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0100;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf PVC blau;;;960020AN;Dural GmbH;10000;36,02;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0110;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf waagerecht Kunststoff DN 40;;;96004053;Dural GmbH;10000;43,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0120;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf senkrecht Kunststoff DN 50;;;96005000;Dural GmbH;10000;65,68;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0130;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf waagerecht Kunststoff DN 50;;;96005060;Dural GmbH;10000;43,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0140;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
