Prosema Artikelnummer,Lieferantenartikelnummer,Hauptgruppe,Untergruppe,PROSEMA Kurztext,PROSEMA Langtext,Kurzbeschreibung,Referenz (Matchcode),GTIN (EAN-Nummer),Artikeltyp,Einheit,Kategorie,Aktiv,Im Verkauf,Steuersatz,Im Shop verfügbar,Im Shop aktiv,Bestand übertragen,Gewichtseinheit,Grundmaterial,Oberfläche,Farbe,Produktfamilie,Rabattcode,Verkaufseinheit,Verpackung,VPE 1,VPE 2,VPE 3,Breite in mm,Länge in cm,Höhe in mm,Bodenleger,Dachdecker,Landschaftsgärtner,Plattenleger,Artikelbeschreibung HTML,Nettogewicht kg,Produkt-ID (Prosema),Varianten-ID (Prosema),Einkaufspreis EUR netto,Lieferanten Firmenname,Lieferantennummer,"Verkaufspreis €, BE",Zolltarifnummer,weclapp Artikel-ID,weclapp Bezugsquelle-ID,weclapp Breite (m),weclapp Einheit-ID,weclapp Erstellt am,weclapp Geändert am,weclapp Kategorie-ID,weclapp Version
060.010.0460,9520025DMW,Mattensysteme,Abdichtmatten,"Dichtmanschette Polypropylen, TPE gelb 25 Stück","Die Dichtmanschette 200 x 200 mm / Ø 40 - 80 mm dient zur Abdichtung von Rohrdurchführungen, Abläufen oder Installationsanschlüssen in Nassbereichen. Sie wird in die Verbundabdichtung eingebettet und sorgt für einen dichten Anschluss an das Bauteil. Material: Polypropylen, TPE. Farbe: gelb. Verpackung: Karton 25 Stück. Geeignet für die systemgerechte Verarbeitung unter keramischen Belägen.","Dichtmanschette Polypropylen 200 x 200 mm / Ø 40 - 80 mm, TPE gelb 25 Stück","WPFM 200, 25",4018448206379,STORABLE,Stk.,gid://shopify/Product/15876087710026,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,"Polypropylen], [TPE",,Gelb,DURABASE WP,MAT,Stück,Karton 25 Stück,25,,,,,,,,,,,"0,021",gid://shopify/Product/15876087710026,gid://shopify/ProductVariant/62642755338570,18.12,DURAL GmbH,10000,9.47,63079098,109682,162430,,3566,05.07.2026 20:08,24.08.2026 17:46,20352,19
060.040.0030,95310000DR,Mattensysteme,Drainagematten,"Drainagematte HDPE schwarz 12,5 m²","Die Drainagematte führt Sickerwasser unter Belagskonstruktionen im Aussenbereich ab und unterstützt die Entwässerung auf abgedichteten Untergründen. Material: HDPE. Farbe: schwarz. Abmessung: Breite 100 cm, Länge 12,5 m. Verpackung: 1 Rolle à 12,5 m². Die Matte wird auf der Abdichtung oder geeigneten Unterkonstruktion verlegt und ist für Balkon- und Terrassenaufbauten vorgesehen.","Drainagematte HDPE schwarz 12,5 m²","DR 100++ 12, 1",4018448176894,STORABLE,qm,gid://shopify/Product/15953292165450,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,HDPE,,Schwarz,DURABASE DR 100++,MAT,m²,"1 Rolle à 12,5 m²",1,,,1000,1250,,,,,,,"7,6",gid://shopify/Product/15953292165450,gid://shopify/ProductVariant/62904880890186,29.2,DURAL GmbH,10000,15.28,39191012,109683,162434,1,4304,05.07.2026 20:08,24.08.2026 17:46,20356,20
060.040.0040,95310009DR,Mattensysteme,Drainagematten,"Drainagematte HDPE schwarz 100 cm x 12,5 m","Die Drainagematte führt Sickerwasser unter Belagskonstruktionen im Aussenbereich ab und unterstützt die Entwässerung auf abgedichteten Untergründen. Material: HDPE. Farbe: schwarz. Abmessung: Breite 100 cm, Länge 12,5 m. Verpackung: Palette, 6 Rollen (75 m²). Die Matte wird auf der Abdichtung oder geeigneten Unterkonstruktion verlegt und ist für Balkon- und Terrassenaufbauten vorgesehen.","Drainagematte HDPE schwarz 100 cm x 12,5 m","DR 100++ 12, 6",4018448176900,STORABLE,qm,gid://shopify/Product/15988422050122,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,HDPE,,Schwarz,DURABASE DR 100++,MAT,m²,"Palette, 6 Rollen (75 m²)",1,,,100,"12,5",,,,,,,"0,762",gid://shopify/Product/15988422050122,gid://shopify/ProductVariant/63236129980746,27.38,DURAL GmbH,10000,14.33,39191012,109684,162438,"0,1",4304,05.07.2026 20:08,24.08.2026 17:46,20356,16
060.010.0470,,Mattensysteme,Abdichtmatten,"Dichtmanschette Polyethylen, Polypropylen gelb 20 Stück","Die Dichtmanschette 200 x 200mm / Ø 40-80mm dient zur Abdichtung von Rohrdurchführungen, Abläufen oder Installationsanschlüssen in Nassbereichen. Sie wird in die Verbundabdichtung eingebettet und sorgt für einen dichten Anschluss an das Bauteil. Material: Polyethylen, Polypropylen. Farbe: gelb. Verpackung: Cut-Case 20 Stück. Geeignet für die systemgerechte Verarbeitung unter keramischen Belägen.","Dichtmanschette Polyethylen 200 x 200mm / Ø 40-80mm, Polypropylen gelb 20 Stück","ET-S FM 200, 20",4018448114933,BASIC,Stk.,gid://shopify/Product/15876087972170,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,"Polyethylen], [Polypropylen",,Gelb,DURABASE ET-S,MAT,Stück,Cut-Case 20 Stück,1,,,,,,,,,,,"0,02",gid://shopify/Product/15876087972170,gid://shopify/ProductVariant/62642755895626,,,,12.01,56031480,109685,,,3566,05.07.2026 20:08,24.08.2026 17:46,20352,24
060.010.0480,,Mattensysteme,Abdichtmatten,"Dichtmanschette Polyethylen, Polypropylen gelb 20 Stück","Die Dichtmanschette 150 x 150mm / Ø 19-40mm dient zur Abdichtung von Rohrdurchführungen, Abläufen oder Installationsanschlüssen in Nassbereichen. Sie wird in die Verbundabdichtung eingebettet und sorgt für einen dichten Anschluss an das Bauteil. Material: Polyethylen, Polypropylen. Farbe: gelb. Verpackung: Cut-Case 20 Stück. Geeignet für die systemgerechte Verarbeitung unter keramischen Belägen.","Dichtmanschette Polyethylen 150 x 150mm / Ø 19-40mm, Polypropylen gelb 20 Stück","ET-S FM 150, 20",4018448114940,BASIC,Stk.,gid://shopify/Product/15876088234314,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,"Polyethylen], [Polypropylen",,Gelb,DURABASE ET-S,MAT,Stück,Cut-Case 20 Stück,1,,,,,,,,,,,"0,015",gid://shopify/Product/15876088234314,gid://shopify/ProductVariant/62642756714826,,,,8.51,56031480,109686,,,3566,05.07.2026 20:08,24.08.2026 17:46,20352,25
060.010.0490,,Mattensysteme,Abdichtmatten,"Dichtmanschette Polyethylen, Polypropylen gelb 20 Stück","Die Dichtmanschette 120 x 120mm / Ø 10-20mm dient zur Abdichtung von Rohrdurchführungen, Abläufen oder Installationsanschlüssen in Nassbereichen. Sie wird in die Verbundabdichtung eingebettet und sorgt für einen dichten Anschluss an das Bauteil. Material: Polyethylen, Polypropylen. Farbe: gelb. Verpackung: Cut-Case 20 Stück. Geeignet für die systemgerechte Verarbeitung unter keramischen Belägen.","Dichtmanschette Polyethylen 120 x 120mm / Ø 10-20mm , Polypropylen gelb 20 Stück","ET-S FM 120, 20",4018448114957,BASIC,Stk.,gid://shopify/Product/15876088561994,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,"Polyethylen], [Polypropylen",,Gelb,DURABASE ET-S,MAT,Stück,Cut-Case 20 Stück,1,,,,,,,,,,,"0,012",gid://shopify/Product/15876088561994,gid://shopify/ProductVariant/62642757304650,,,,6.42,56031480,109687,,,3566,05.07.2026 20:08,24.08.2026 17:46,20352,28
060.010.0500,,Mattensysteme,Abdichtmatten,"Aussenecke Polyethylen, Polypropylen gelb 20 Stück",Die Aussenecke  120 x 120mm ist ein vorgeformtes Abdichtformteil für Eckausbildungen in Verbundabdichtungen. Sie reduziert Zuschnitte auf der Baustelle und ermöglicht eine sichere Abdichtung von Innen- oder Aussenecken. Material: Polyethylen/Polypropylen. Farbe: gelb. Verpackung: Karton 20 Stück. Das Formteil wird in die Abdichtungsschicht eingebettet und mit den angrenzenden Dichtbändern überlappt.,"Aussenecke  120 x 120mm, Polyethylen/Polypropylen gelb, 20 Stück","ET-S FX, 20",4018448114964,BASIC,Stk.,gid://shopify/Product/15876088922442,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,"Polyethylen], [Polypropylen",,Gelb,DURABASE ET-S,MAT,Stück,Karton 20 Stück,20,,,,,,,,,,,"0,015",gid://shopify/Product/15876088922442,gid://shopify/ProductVariant/62642760057162,,,,6.98,56031480,109688,,,3566,05.07.2026 20:08,24.08.2026 17:46,20352,28
060.010.0510,ETSAK347I20,Mattensysteme,Abdichtmatten,"Innenecke Polyethylen, Polypropylen gelb 20 Stück","Die Innenecke 120 x 120mm ist ein vorgeformtes Abdichtformteil für Eckausbildungen in Verbundabdichtungen. Sie reduziert Zuschnitte auf der Baustelle und ermöglicht eine sichere Abdichtung von Innen- oder Aussenecken. Material: Polyethylen, Polypropylen. Farbe: gelb. Verpackung: Karton 20 Stück. Das Formteil wird in die Abdichtungsschicht eingebettet und mit den angrenzenden Dichtbändern überlappt.","Innenecke 120 x 120 mm, Polyethylen/Polypropylen gelb, 20 Stück","ET-S FXI, 20",4018448114971,BASIC,Stk.,gid://shopify/Product/15876089250122,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,"Polyethylen], [Polypropylen",,Gelb,DURABASE ET-S,MAT,Stück,Karton 20 Stück,2,,,,,,,,,,,"0,015",gid://shopify/Product/15876089250122,gid://shopify/ProductVariant/62642760450378,0.99,DURAL GmbH,10000,6.98,56031480,109689,162458,,3566,05.07.2026 20:08,24.08.2026 17:46,20352,26
060.010.0520,ETSAK348A10,Mattensysteme,Abdichtmatten,"Abdichtbahn Polyethylen, Polypropylen gelb",Die Aussenecke 150 x 150 mm ist ein vorgeformtes Abdichtformteil für Eckausbildungen in Verbundabdichtungen. Sie reduziert Zuschnitte auf der Baustelle und ermöglicht eine sichere Abdichtung von Innen- oder Aussenecken. Material: Polyethylen/Polypropylen. Farbe: gelb. Verpackung: Karton 10 Stück. Das Formteil wird in die Abdichtungsschicht eingebettet und mit den angrenzenden Dichtbändern überlappt.,"Aussenecke 150 x 150 mm,  Polyethylen/Polypropylen gelb, 10 Stück","ET-S FXW SK, 10",4018448114988,STORABLE,Stk.,gid://shopify/Product/15876089348426,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,"Polyethylen], [Polypropylen",,Gelb,DURABASE ET-S,MAT,Stück,Cut-Case 10 Stück,10,,,,,,,,,,,"0,015",gid://shopify/Product/15876089348426,gid://shopify/ProductVariant/62642760778058,11.92,DURAL GmbH,10000,6.24,56031480,109690,162462,,3566,05.07.2026 20:08,24.08.2026 17:46,20352,21
060.010.0530,ETSAK349I10,Mattensysteme,Abdichtmatten,"Abdichtbahn Polyethylen, Polypropylen gelb","Die Innenecke dient zur Verbundabdichtung unter keramischen Belägen in Nassbereichen und schützt den Untergrund vor Feuchtigkeit. Material: Polyethylen/Polypropylen. Farbe: gelb. Abmessung: 10 Stück. Verpackung: Karton 10 Stück. Sie wird flächig in den geeigneten Kleber eingebettet und mit Dichtbändern, Ecken und Manschetten systemgerecht angeschlossen.","Innenecke 150 x 150 mm, Polyethylen/Polypropylen gelb,  10 Stück","ET-S FXIW SK, 10",4018448114995,STORABLE,Stk.,gid://shopify/Product/15873079116106,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,"Polyethylen], [Polypropylen",,Gelb,DURABASE ET-S,MAT,Stück,Karton 10 Stück,10,,,,,,,,,,,"0,015",gid://shopify/Product/15873079116106,gid://shopify/ProductVariant/62631198359882,11.34,DURAL GmbH,10000,5.93,56031480,109691,162466,,3566,05.07.2026 20:08,24.08.2026 17:46,20352,23
060.010.0540,ETSAK3503DL10,Mattensysteme,Abdichtmatten,"Abdichtbahn Polyethylen, Polypropylen gelb","Die Stufenecke links 3D 100 x 120 mm dient zur Verbundabdichtung unter keramischen Belägen in Nassbereichen und schützt den Untergrund vor Feuchtigkeit. Material: Polyethylen/Polypropylen. Farbe: gelb. Verpackung: Karton 10 Stück. Sie wird flächig in den geeigneten Kleber eingebettet und mit Dichtbändern, Ecken und Manschetten systemgerecht angeschlossen.","Stufenecke links 3D 100 x 120 mm, Polyethylen/Polypropylen gelb, 10 Stück","ET-S FXDL 28, 10",4018448115008,STORABLE,Stk.,gid://shopify/Product/15876089643338,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,"Polyethylen], [Polypropylen",,Gelb,DURABASE ET-S,MAT,Stück,Karton 10 Stück,10,,,,,,,,,,,"0,015",gid://shopify/Product/15876089643338,gid://shopify/ProductVariant/62642761138506,13.8,DURAL GmbH,10000,7.23,56031480,109692,162470,,3566,05.07.2026 20:08,24.08.2026 17:46,20352,22
060.010.0550,ETSAK3513DR10,Mattensysteme,Abdichtmatten,"Abdichtbahn Polyethylen, Polypropylen gelb","Die 3D-Ecke 100 x 120 mm dient zur Verbundabdichtung unter keramischen Belägen in Nassbereichen und schützt den Untergrund vor Feuchtigkeit. Material: Polyethylen/Polypropylen. Farbe: gelb. Verpackung: Beutel 2 Stück. Sie wird flächig in den geeigneten Kleber eingebettet und mit Dichtbändern, Ecken und Manschetten systemgerecht angeschlossen.","3D-Ecke 100 x 120 mm, Polyethylen/Polypropylen gelb, 10 Stück","ET-S FXDR 28, 10",4018448115015,STORABLE,Stk.,gid://shopify/Product/15876089741642,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,"Polyethylen], [Polypropylen",,Gelb,DURABASE ET-S,MAT,Stück,Cut-Case 10 Stück,10,,,,,,,,,,,"0,015",gid://shopify/Product/15876089741642,gid://shopify/ProductVariant/62642761433418,13.8,DURAL GmbH,10000,7.23,56031480,109693,162474,,3566,05.07.2026 20:08,24.08.2026 17:46,20352,22
010.010.0010,03002000,Zubehör,Nivelliersystem,Verlegezange für Nivelliersystem Polypropylen 1 Stück,Zange für Nivelliersystem für die planebene Verlegung keramischer Fliesen und Platten. Das Zubehör unterstützt die Höhenführung während der Verlegung und reduziert Überzähne zwischen benachbarten Belagselementen. Verpackung: 1 Stück,Zange für Nivelliersystem 1 Stück,NWS Grip,4018448096826,STORABLE,Stk.,gid://shopify/Product/15889055449418,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Polypropylen,,,NIVOFIX,NET,Stück,1 Stück,1,,,,,,,,,,,"0,12",gid://shopify/Product/15889055449418,gid://shopify/ProductVariant/62688914407754,73.32,DURAL GmbH,10000,51.14,39259080,109694,162478,,3566,05.07.2026 20:08,24.08.2026 16:24,20320,33
010.010.0020,03003000,Zubehör,Nivelliersystem,Starterset für Nivelliersystem Polypropylen 100 Stück,"Starterset für Nivelliersystem Fugenbreite 1, 5mm, Fliesenstärke 3 - 12 mm für die planebene Verlegung keramischer Fliesen und Platten. Das Zubehör unterstützt die Höhenführung während der Verlegung und reduziert Überzähne zwischen benachbarten Belagselementen. Material: Polypropylen, Verpackung: 100 Stück, Artikelnummer: 03003000.","Starterset für Nivelliersystem, Fugenbreite 1, 5mm, Fliesenstärke 3 - 12 mm, Polypropylen, 100 Stück",NWS Start,4018448096840,STORABLE,Stk.,gid://shopify/Product/15889055514954,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Polypropylen,,,NIVOFIX,NET,Box,"Beutel, 100 Stück",1,60,,,,,,,,,,"1,7",gid://shopify/Product/15889055514954,gid://shopify/ProductVariant/62688914473290,78.72,DURAL GmbH,10000,54.91,39259080,109695,162482,,3566,05.07.2026 20:08,24.08.2026 16:24,20320,23
010.010.0040,03003250,Zubehör,Nivelliersystem,"Nivellierlaschen  1,5 mm, für Fliesenstärke 3 - 12 mm, Beutel 250 Stück","Nivellierlaschen Fugenbreite 1,5 mm Fliesenstärke 3 - 12 mm für die planebene Verlegung keramischer Fliesen und Platten. Das Zubehör unterstützt die Höhenführung während der Verlegung und reduziert Überzähne zwischen benachbarten Belagselementen. Material: Polypropylen, Verpackung: 250 Stück, Artikelnummer: 03003250.","Nivellierlaschen Fugenbreite 1,5 mm, Fliesenstärke 3 - 12 mm, Beutel 250 Stück","NWS L-1,5, 250",4018448096802,STORABLE,Btl.,gid://shopify/Product/15889055646026,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Polypropylen,,,NIVOFIX,NET,Beutel,Beutel 250 Stück,1,60,,,,,,,,,,"1,1",gid://shopify/Product/15889055646026,gid://shopify/ProductVariant/62688914637130,52.56,DURAL GmbH,10000,36.66,39259080,109697,162490,,4302,05.07.2026 20:08,24.08.2026 17:46,20320,33
010.020.0010,03010100,Zubehör,Verlegematerial,Fugenkreuze Kunststoff weiss 1 mm 100 Stück,"Fugenkreuze 10mm aus Kunststoff zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Material: Kunststoff, Farbe: weiss, Verpackung: 100 Stück, Artikelnummer: 03010100.",Fugenkreuze Kunststoff weiss 10 mm 100 Stück,"CR 100, 100",4018448500071,STORABLE,Btl.,gid://shopify/Product/15988440891722,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Kunststoff,,Weiss,FUGENKREUZE,NET,Beutel,Beutel 100 Stück,1,50,,10,,,,,,,,"0,12",gid://shopify/Product/15988440891722,gid://shopify/ProductVariant/63236139483466,4.18,DURAL GmbH,10000,2.92,39269097,109698,162494,,4302,05.07.2026 20:08,24.08.2026 17:46,20322,17
010.020.0020,03011100,Zubehör,Verlegematerial,Fugenkreuze PVC weiss 1 mm 100 Stück,"Fugenkreuze T 10mm aus PVC zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Material: PVC, Farbe: weiss, Verpackung: 100 Stück, Artikelnummer: 03011100.",Fugenkreuze T PVC weiss 10 mm 100 Stück,"CRT 100, 100",4018448500118,STORABLE,Btl.,gid://shopify/Product/15889055777098,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,PVC,,Weiss,FUGENKREUZE,NET,Beutel,Beutel 100 Stück,1,50,,10,,,,,,,,"0,05",gid://shopify/Product/15889055777098,gid://shopify/ProductVariant/62688920469834,4.14,DURAL GmbH,10000,2.89,39269097,109699,162498,,4302,05.07.2026 20:08,24.08.2026 17:46,20322,18
010.020.0030,03019250,Zubehör,Verlegematerial,"Fugenkreuze Kunststoff weiss 1,5 mm 250 Stück","Fugenkreuze aus Kunststoff zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Material: Kunststoff, Farbe: weiss, Verpackung: 250 Stück, Artikelnummer: 03019250.","Fugenkreuze Kunststoff weiss 1,5 mm 250 Stück","CR 15, 250",4018448500019,STORABLE,Btl.,gid://shopify/Product/15889056039242,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Kunststoff,,Weiss,FUGENKREUZE,NET,Beutel,Beutel 250 Stück,1,50,,,,,,,,,,"0,06",gid://shopify/Product/15889056039242,gid://shopify/ProductVariant/62688922665290,3.06,DURAL GmbH,10000,2.13,39269097,109700,162502,,4302,05.07.2026 20:08,24.08.2026 17:46,20322,22
010.020.0040,03029250,Zubehör,Verlegematerial,Fugenkreuze Kunststoff weiss 2 mm 250 Stück,"Fugenkreuze aus Kunststoff zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Material: Kunststoff, Farbe: weiss, Verpackung: 250 Stück, Artikelnummer: 03029250.",Fugenkreuze Kunststoff weiss 2 mm 250 Stück,"CR 20, 250",4018448500026,STORABLE,Btl.,gid://shopify/Product/15878118146378,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Kunststoff,,Weiss,FUGENKREUZE,NET,Beutel,Beutel 250 Stück,1,50,,,,,,,,,,"0,07",gid://shopify/Product/15878118146378,gid://shopify/ProductVariant/62649950044490,3.06,DURAL GmbH,10000,2.13,39269097,109701,162506,,4302,05.07.2026 20:08,24.08.2026 17:46,20322,22
010.020.0050,03031200,Zubehör,Verlegematerial,Fugenkreuze PVC weiss 3 mm 200 Stück,"Fugenkreuze T 3 mm aus PVC zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Material: PVC, Farbe: weiss, Verpackung: 200 Stück, Artikelnummer: 03031200.",Fugenkreuze T PVC weiss 3 mm 200 Stück,"CRT 30, 200",4018448500002,STORABLE,Btl.,gid://shopify/Product/15889056432458,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,PVC,,Weiss,FUGENKREUZE,NET,Beutel,Beutel 200 Stück,1,50,,,,,,,,,,"0,1",gid://shopify/Product/15889056432458,gid://shopify/ProductVariant/62688931250506,3.96,DURAL GmbH,10000,2.76,39269097,109702,162510,,4302,05.07.2026 20:08,24.08.2026 17:46,20322,21
010.020.0060,03039250,Zubehör,Verlegematerial,Fugenkreuze Kunststoff weiss 3 mm 250 Stück,"Fugenkreuze aus Kunststoff zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Material: Kunststoff, Farbe: weiss, Verpackung: 250 Stück, Artikelnummer: 03039250.",Fugenkreuze Kunststoff weiss 3 mm 250 Stück,"CR 30, 250",4018448500033,STORABLE,Btl.,gid://shopify/Product/15973120639306,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Kunststoff,,Weiss,FUGENKREUZE,NET,Beutel,Beutel 250 Stück,1,50,,,,,,,,,,"0,09",gid://shopify/Product/15973120639306,gid://shopify/ProductVariant/62982508085578,3.2,DURAL GmbH,10000,2.23,39269097,109703,162514,,4302,05.07.2026 20:08,24.08.2026 17:46,20322,17
010.020.0070,03040250,Zubehör,Verlegematerial,Fugenkreuze Kunststoff weiss 4 mm 250 Stück,"Fugenkreuze aus Kunststoff zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Material: Kunststoff, Farbe: weiss, Verpackung: 250 Stück, Artikelnummer: 03040250.",Fugenkreuze Kunststoff weiss 4 mm 250 Stück,"CR 40, 250",4018448500040,STORABLE,Btl.,gid://shopify/Product/15973121556810,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Kunststoff,,Weiss,FUGENKREUZE,NET,Beutel,Beutel 250 Stück,1,50,,,,,,,,,,"0,11",gid://shopify/Product/15973121556810,gid://shopify/ProductVariant/62982509003082,4.06,DURAL GmbH,10000,2.83,39269097,109704,162518,,4302,05.07.2026 20:08,24.08.2026 17:46,20322,17
010.020.0080,03041200,Zubehör,Verlegematerial,Fugenkreuze PVC weiss 4 mm 200 Stück,"Fugenkreuze T  4 mm aus PVC zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Material: PVC, Farbe: weiss, Verpackung: 200 Stück, Artikelnummer: 03041200.",Fugenkreuze T PVC weiss 4 mm 200 Stück,"CRT 40, 200",4018448500088,STORABLE,Btl.,gid://shopify/Product/15973122015562,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,PVC,,Weiss,FUGENKREUZE,NET,Beutel,Beutel 200 Stück,1,50,,,,,,,,,,"0,1",gid://shopify/Product/15973122015562,gid://shopify/ProductVariant/62982509592906,4.06,DURAL GmbH,10000,2.83,39269097,109705,162522,,4302,05.07.2026 20:08,24.08.2026 17:46,20322,18
010.020.0090,03050200,Zubehör,Verlegematerial,Fugenkreuze Kunststoff weiss 5 mm 200 Stück,"Fugenkreuze aus Kunststoff zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Material: Kunststoff, Farbe: weiss, Verpackung: 200 Stück, Artikelnummer: 03050200.",Fugenkreuze Kunststoff weiss 5 mm 200 Stück,"CR 50, 200",4018448500057,STORABLE,Btl.,gid://shopify/Product/15973122867530,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Kunststoff,,Weiss,FUGENKREUZE,NET,Beutel,Beutel 200 Stück,1,50,,,,,,,,,,"0,12",gid://shopify/Product/15973122867530,gid://shopify/ProductVariant/62982510477642,4.18,DURAL GmbH,10000,2.92,39269097,109706,162526,,4302,05.07.2026 20:08,24.08.2026 17:46,20322,17
010.020.0100,03051200,Zubehör,Verlegematerial,Fugenkreuze PVC weiss 5 mm 200 Stück,"Fugenkreuze T 5mm aus PVC zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Material: PVC, Farbe: weiss, Verpackung: 200 Stück, Artikelnummer: 03051200.",Fugenkreuze T PVC weiss 5 mm 200 Stück,"CRT 50, 200",4018448500095,STORABLE,Btl.,gid://shopify/Product/15973123588426,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,PVC,,Weiss,FUGENKREUZE,NET,Beutel,Beutel 200 Stück,1,50,,5,,,,,,,,"0,05",gid://shopify/Product/15973123588426,gid://shopify/ProductVariant/62982511198538,4.06,DURAL GmbH,10000,2.83,39269097,109707,162530,,4302,05.07.2026 20:08,24.08.2026 17:46,20322,18
010.020.0110,03060250,Zubehör,Verlegematerial,Fliesenkeile PVC schwarz 250 Stück,"Fliesenkeile 0 - 5 mm für die fachgerechte Verarbeitung von Fliesen, Platten und Profilen. Der Artikel dient als technisches Zubehör für Verlegung, Ausrichtung oder Befestigung im Innen- und Ausbau. Material: PVC, Farbe: schwarz, Verpackung: 200 Stück.","Fliesenkeile 0 - 5 mm, PVC schwarz, 200 Stück",CRK 100,4018448500125,STORABLE,Btl.,gid://shopify/Product/15973124800842,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,PVC,,Schwarz,FLIESENKEILE,NET,Beutel,Beutel 200 Stück,1,50,,,,,,,,,,"0,07",gid://shopify/Product/15973124800842,gid://shopify/ProductVariant/62982512410954,4.18,DURAL GmbH,10000,2.92,39269097,109708,162534,,4302,05.07.2026 20:08,24.08.2026 17:46,20322,18
010.020.0120,03080100,Zubehör,Verlegematerial,Fugenkreuze Kunststoff weiss 8 mm 100 Stück,"Fugenkreuze aus Kunststoff zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Material: Kunststoff, Farbe: weiss, Verpackung: 100 Stück, Artikelnummer: 03080100.",Fugenkreuze Kunststoff weiss 8 mm 100 Stück,"CR 80, 100",4018448500064,STORABLE,Btl.,gid://shopify/Product/15973125325130,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Kunststoff,,Weiss,FUGENKREUZE,NET,Beutel,Beutel 100 Stück,1,50,,,,,,,,,,"0,12",gid://shopify/Product/15973125325130,gid://shopify/ProductVariant/62982512935242,3.9,DURAL GmbH,10000,2.72,39269097,109709,162538,,4302,05.07.2026 20:08,24.08.2026 17:46,20322,17
010.030.0010,08000602,Zubehör,Werkzeug,"Fugenkratzer Kunststoff, Metall",Fugenkratzer mit Hartmetallkern,Fugenkratzer mit Hartmetallkern,T 602,4018448056837,STORABLE,Stk.,gid://shopify/Product/15889056596298,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,"Kunststoff], [Metall",,,WERKZEUG PSN,NET,Stück,,1,,,,,,,,,,,"0,03",gid://shopify/Product/15889056596298,gid://shopify/ProductVariant/62688937279818,8.2,DURAL GmbH,10000,5.72,82055910,109710,162542,,3566,05.07.2026 20:08,24.08.2026 17:47,20323,19
